sourceTaxonId	sourceTaxonName	sourceTaxonPartaffected	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	StudySourceCitation	referenceCitation
EOL:584269	Salix caroliniana	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:522905	Simyra henrici	GEONAMES:4155751	Florida, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Cassani, J. R. 1985. Biology of Simyra henrici (Lepidoptera: Noctuidae) in Southwest Florida. Fla. Entomol. 68: 645-652.
EOL:592439	Salix exigua	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1280490	Altica bimarginata bimarginata							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	LeSage, L. 1995. Revision of the costate species of Altica Müller of North America North of Mexico (Coleoptera: Chrysomelidae). Can. Entomol. 127:295-411.
EOL:592439	Salix exigua	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:46310189	Tachyerges niger							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:392800	Salix interior	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1280490	Altica bimarginata bimarginata							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	LeSage, L. 1995. Revision of the costate species of Altica Müller of North America North of Mexico (Coleoptera: Chrysomelidae). Can. Entomol. 127:295-411.
EOL:585043	Salix lasiolepis	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:46310189	Tachyerges niger							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:585043	Salix lasiolepis var. bigelovii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:46310189	Tachyerges niger							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:585045	Salix lemmonii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:46310189	Tachyerges niger							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:585446	Salix nigra	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:46310189	Tachyerges niger							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:485321	Salix scouleriana	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:46310189	Tachyerges niger							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:1297760	Schoenoplectus acutus var. acutus		RO:0002471	eaten by	EOL:528460	Endalus limatulus	GEONAMES:5549030	Utah, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Tanner, V. M. 1943. Study of the subtribe Hydronomi with description of new species, (Curculionidae), Study No. VI. Great Basin Nat. 4:1-38.
EOL:1238017	Schoenoplectus acutus var. occidentalis		RO:0002471	eaten by	EOL:2684717	Chilo forbesellus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Frohne, W. C. 1939a. Biology of Chilo forbsellus Fernald, a hygrophilous crambine Moth. Trans. Am. Microsc. Soc. 58:304-326.
EOL:1238017	Schoenoplectus acutus var. occidentalis	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:1026963	Donacia pubescens	GEONAMES:5001836	Northern Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hoffman, C. E. 1940. Limnological relationships of some north Michigan Donaciini (Chrysomelidae: Coleoptera). Trans. Am. Microsc. Soc. 59(3):259-274.
EOL:1238017	Schoenoplectus acutus var. occidentalis	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1026963	Donacia pubescens	GEONAMES:5001836	Northern Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hoffman, C. E. 1940. Limnological relationships of some north Michigan Donaciini (Chrysomelidae: Coleoptera). Trans. Am. Microsc. Soc. 59(3):259-274.
EOL:249618	Schoenoplectus americanus		RO:0002471	eaten by	EOL:2684717	Chilo forbesellus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Brigham, A. R. and D. D. Herlong. 1982. Aquatic and semiaquatic Lepidoptera. pp. 12.1-12.36. In: A. R. Brigham, W. U. Brigham and A. Gnilka (eds.), Aquatic insects and oligochaetes of North and South Carolina. Midwest Aquatic Enterprises, Illinois.
EOL:249618	Schoenoplectus americanus		RO:0002471	eaten by	EOL:2684691	Schoenobius melinellus dispersellus							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McCafferty, W. P. and M. C. Minno. 1979. The aquatic and semiaquatic Lepidoptera of Indiana and adjacent areas. Great Lakes Entomol. 12:179-187. Mitchell, J. D. and W. D. Pierce. 1911. The weevils of Victoria County, Texas. Proc. Entomol. Soc. Wash. 13:45-62.
EOL:249675	Schoenoplectus tabernaemontani		RO:0002471	eaten by	EOL:2684717	Chilo forbesellus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Brigham, A. R. and D. D. Herlong. 1982. Aquatic and semiaquatic Lepidoptera. pp. 12.1-12.36. In: A. R. Brigham, W. U. Brigham and A. Gnilka (eds.), Aquatic insects and oligochaetes of North and South Carolina. Midwest Aquatic Enterprises, Illinois.
EOL:252855	Sparganium diversifolium	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:1026964	Donacia subtilis	GEONAMES:5001836	Northern Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hoffman, C. E. 1940. Limnological relationships of some north Michigan Donaciini (Chrysomelidae: Coleoptera). Trans. Am. Microsc. Soc. 59(3):259-274.
EOL:252855	Sparganium diversifolium	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1026964	Donacia subtilis	GEONAMES:5001836	Northern Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hoffman, C. E. 1940. Limnological relationships of some north Michigan Donaciini (Chrysomelidae: Coleoptera). Trans. Am. Microsc. Soc. 59(3):259-274.
EOL:252858	Sparganium eurycarpum	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:1026964	Donacia subtilis	GEONAMES:5001836	Northern Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hoffman, C. E. 1940. Limnological relationships of some north Michigan Donaciini (Chrysomelidae: Coleoptera). Trans. Am. Microsc. Soc. 59(3):259-274.
EOL:252858	Sparganium eurycarpum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:1026964	Donacia subtilis	GEONAMES:5001836	Northern Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Hoffman, C. E. 1940. Limnological relationships of some north Michigan Donaciini (Chrysomelidae: Coleoptera). Trans. Am. Microsc. Soc. 59(3):259-274.
EOL:29424	Spirodela	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:529046	Tanysphyrus lemnae							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Center, T. D., F. A. Dray, G. P. Jubinsky and M. J. Grodowitz. 1999. Insects and other arthropods that feed on aquatic and wetland plants. U.S. Department of Agriculture, Agricultural Research Service, Technical Bulletin No. 1870.
EOL:1116005	Stuckenia pectinata	http://purl.obolibrary.org/obo/PO_0009005	RO:0002471	eaten by	EOL:720548	Notiphila loewi	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:584256	Populus angustifolia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:3356392	Isochnus rufipes							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:584279	Salix discolor	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:3356392	Isochnus rufipes							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:1278201	Salix lucida ssp. caudata	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:3356392	Isochnus rufipes							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:585446	Salix nigra	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:3356392	Isochnus rufipes							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:585446	Salix nigra	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:3356392	Isochnus rufipes							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 1989. Revision of the subfamily Rhynchaeninae in North America (Coleoptera: Curculionidae). Transactions of the American Entomological Society 115:207-312.
EOL:1115948	Potamogeton amplifolius	stems	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115948	Potamogeton amplifolius	petioles	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115948	Potamogeton amplifolius	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115958	Potamogeton gramineus	stems	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1950. Biology of certain Chironomidae reared from Potamogeton. Ecol. Monogr. 20:83-101.
EOL:1115958	Potamogeton gramineus	petioles	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1950. Biology of certain Chironomidae reared from Potamogeton. Ecol. Monogr. 20:83-101.
EOL:1115958	Potamogeton gramineus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1950. Biology of certain Chironomidae reared from Potamogeton. Ecol. Monogr. 20:83-101.
EOL:1115940	Potamogeton natans	stems	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115940	Potamogeton natans	petioles	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115940	Potamogeton natans	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115992	Potamogeton richardsonii	stems	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115992	Potamogeton richardsonii	petioles	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115992	Potamogeton richardsonii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115993	Potamogeton robbinsii	stems	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115993	Potamogeton robbinsii	petioles	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115993	Potamogeton robbinsii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:744976	Polypedilum sordens	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1082206	Sagittaria latifolia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:678212	Listronotus appendiculatus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1082206	Sagittaria latifolia	petioles	RO:0002471	eaten by	EOL:678212	Listronotus appendiculatus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1082206	Sagittaria latifolia	stems	RO:0002471	eaten by	EOL:678212	Listronotus appendiculatus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	McGaha, Y. J. 1952. The limnological relations of insects to certain aquatic flowering plants. Trans. Am. Microsc. Soc. 71:355-381.
EOL:1082206	Sagittaria latifolia	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:678212	Listronotus appendiculatus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. 1981. The larger (4.5+ mm.) Listronotus of America, north of Mexico (Cylindrorhininae, Curculionidae, Coleoptera). Trans. Am. Entomol. Soc. 107:69-123.
EOL:1082206	Sagittaria latifolia	petioles	RO:0002471	eaten by	EOL:678212	Listronotus appendiculatus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. 1981. The larger (4.5+ mm.) Listronotus of America, north of Mexico (Cylindrorhininae, Curculionidae, Coleoptera). Trans. Am. Entomol. Soc. 107:69-123.
EOL:1082206	Sagittaria latifolia	stems	RO:0002471	eaten by	EOL:678212	Listronotus appendiculatus	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. 1981. The larger (4.5+ mm.) Listronotus of America, north of Mexico (Cylindrorhininae, Curculionidae, Coleoptera). Trans. Am. Entomol. Soc. 107:69-123.
EOL:1115948	Potamogeton amplifolius	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115954	Potamogeton epihydrus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1950. Biology of certain Chironomidae reared from Potamogeton. Ecol. Monogr. 20:83-101.
EOL:1115961	Potamogeton illinoensis	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115965	Potamogeton praelongus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115965	Potamogeton praelongus	petioles	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115965	Potamogeton praelongus	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115992	Potamogeton richardsonii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:1115993	Potamogeton robbinsii	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:745488	Cricotopus flavipes	GEONAMES:5001836	Michigan, USA					Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Berg, C. O. 1949. Limnological relations of insects to plants of the genus Pot- amogeton, Trans. Am. Microscop. Soc. 68:279-291.
EOL:108094	Phragmites		RO:0002471	eaten by	EOL:2665648	Listronotus delumbis							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	O’Brien, C. W. 1997. A catalog of the Coleoptera of America north of Mexico. Family: Curculionidae. Subfamilies: Acicnemidinae, Cossonincae, Rhytirrhininae, Molytinae, Petalochilinae, Trypetidinae, Dryophthorinae, Tachygoninae, Thecesterninae. United States Department of Agriculture, Agriculture Handbook No. 529, 48 pp.
EOL:38335	Polygonum		RO:0002471	eaten by	EOL:2667524	Neophytobius cavifrons							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Anderson, R. S. 2002. Curculionidae. pp. 722-815. In: American Beetles, R. H. Arnett, Jr., M. C. Thomas, P. E. Skelley and J. H. Frank (eds.). CRC Press, Boca Raton, FL. 861 pp.
EOL:38335	Polygonum	http://purl.obolibrary.org/obo/PO_0025034	RO:0002471	eaten by	EOL:358933	Chionodes discoocellella							Harms, N. E., & Grodowitz, M. J. (2009). Insect herbivores of aquatic and wetland plants in the United States: a checklist from literature. Journal of Aquatic Plant Management (JAPM), 47, 73.	Forbes, W. T. M. 1923. Lepidoptera of New York and neighboring states. Primitive forms, Microlepidoptera, Pyralids, Bombyces. Cornell Univ. Agr. Exp. Sta. Mem. 68:1-729.
